Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Telephone;Web;Mail;Segpa;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Type_contrat_prive;code_nature;Code_type_contrat_prive
0561379V;Collège Saint-Pierre;Collège;Privé;02 97 82 46 72;https://steanne-stpierre-portlouis.bzh/college-saint-pierre/;ce.0561379V@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0942354Y;Lycée général et technologique de l'ensemble Sainte-Marie;Lycée;Privé;01 45 17 21 70;http://www.ensemblesaintemarie.fr;contact@ensemblesaintemarie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0753849B;Lycée privé de l'Alma;Lycée;Privé;01 44 18 62 82;http://www.ecl-alma.com;contact@ecl-alma.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0170102U;Collège privé Jeanne d'Arc;Collège;Privé;05 46 93 02 57;https://jdarc-recouvrance.fr/college;ce.0170102U@ac-poitiers.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0350848G;Collège Saint-André;Collège;Privé;02 99 98 32 31;http://www.college-standre-antrain.org;col35.st-andre.antrain@enseignement-catholique.bzh;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0331527F;Collège Sainte-Marie Jeanne d'Arc;Collège;Privé;05 56 63 14 39;https://saintemarielangon.fr/college;stm33@free.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0501941N;Institution Notre-Dame - Lycée professionnel;Lycée;Privé;02 33 71 67 00;http://www.notredamecarentan.fr;ce.0501941n@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0781662H;Collège Saint-François d'Assise;Collège;Privé;01 39 44 17 89;http://www.saint-francois.net;0781662H@ac-versailles.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0100891P;Lycée des Cordeliers;Lycée;Privé;03 25 37 85 82;http://www.lescordeliers.fr/;arcis-sur-aube@cneap.fr;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
9830270B;Lycée professionnel et hôtelier privé Jean XXIII;Lycée;Privé;00 687 35 31 28;http://jean23.ddec.nc/;sec.lp.jean23@ddec.nc;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
9830401U;Lycée professionnel privé Saint-Pierre Chanel;Lycée;Privé;00 687 41 72 71;;sec.lp.spchanel@ddec.nc;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0875087G;Collège privé Saint-Jean;Collège;Privé;05 55 31 79 29;https://www.chdf.fr/colleges/college-saint-jean/;stjean@chdf.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0451788Z;Collège Simone Veil;Collège;Public;02 38 32 75 00;;ce.0451788z@ac-orleans-tours.fr;1;0;0;0;SANS OBJET;340;99
9840251A;Collège Tiarama;Collège;Privé;689 54 17 00;;;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0441928G;Collège Saint-Joseph;Collège;Privé;02 40 96 03 16;http://st-joseph-ancenis.loire-atlantique.e-lyco.fr/;ce.0441928g@ac-nantes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0291872C;Collège Saint-Louis;Collège;Privé;02 98 86 59 00;http://www.saint-louis29.net;ce.0291872C@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0030980Z;Collège Sainte-Procule;Collège;Privé;04 70 90 01 12;http://www.sainteprocule.fr/;ce.0030980Z@ac-clermont.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0490845C;Collège Immaculée Conception;Collège;Privé;02 41 47 80 80;http://immaculee-angers.anjou.e-lyco.fr/;immaculee.angers@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0460621A;Collège Jeanne d'Arc;Collège;Privé;05 65 34 23 72;http://www.jeannedarc-figeac.org/;0460621a@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0932303Y;Lycée général privé de fille Merkaz Hatorah;Lycée;Privé;01 43 02 50 11;https://www.merkazhatorah.fr/college-lycee-filles;ce.0932303y@ac-creteil.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0340923U;Lycée professionnel privé le Parterre;Lycée;Privé;04 67 23 20 00;http://notredame-leparterre.com;leparterre@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0752911G;Collège privé Eugène Napoléon Saint-Pierre Fourier;Collège;Privé;01 43 43 55 03;https://www.spfparis12.fr/inscription-college/;ispflycee-college@eclpierrefourier.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0781581V;Lycée professionnel Saint-Thomas de Villeneuve;Lycée;Privé;01 39 10 34 00;https://www.stv-st-germain.fr/lyceeprofessionnel/;secretariat.stv@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0930907F;Collège Saint-Germain;Collège;Privé;01 48 32 24 22;;st-germain.drancy@93.scolanet.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0340874R;Collège privé l'Assomption;Collège;Privé;04 67 63 14 35;http://www.assomption-mtp.fr;accueil@assomption-mtp.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0390070P;Lycée général et technologique privé Sainte Marie;Lycée;Privé;03 84 47 09 67;https://enseignementprive-lons.fr/;accueil@enseignementprive-lons.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0131345S;Lycée L'Olivier - Robert Coffy;Lycée;Privé;04 91 93 95 50;https://www.lycee-lolivier.fr;lolivier@eccoly.net;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0753854G;Collège privé Thérèse Chappuis;Collège;Privé;01 53 63 26 35;http://www.theresechappuis.fr/;therese-chappuis@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0680133A;Collège privé de l'Assomption;Collège;Privé;03 89 41 23 48;http://www.assomptioncolmar.fr;secretariat@assomptioncolmar.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0753384W;Lycée privé Beth Yacov;Lycée;Privé;01 43 66 35 27;;beth-yacov@wanadoo.fr;0;0;0;0;HORS CONTRAT;302;10
0631085M;Collège Saint-Alyre;Collège;Privé;04 73 31 70 30;http://www.saint-alyre.net;ce.0631085M@ac-clermont.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0300099V;Collège privé Saint-Joseph;Collège;Privé;04 66 24 14 96;https://www.stjosephstambroix.fr/;collegestjoseph1@orange.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0781537X;Collège Notre-Dame - Les Oiseaux;Collège;Privé;01 39 28 15 00;http://www.ndoverneuil.com/;accueil@ndoverneuil.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0350854N;Collège Saint-Joseph;Collège;Privé;02 99 00 30 77;http://www.saint-joseph-chateaubourg.fr/college-st-joseph/les-actualites-du-college/;ce.0350854N@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0940822H;Lycée Claude Nicolas Ledoux;Lycée;Privé;01 48 08 11 21;http://ledoux-ebtp.com/;secretariat@ledoux-ebtp.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0783455G;Lycée agricole du CHEP - 'L'École du savoir vert';Lycée;Privé;01 34 87 99 09;http://www.chep78.fr;contact@chep78.fr;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0133334D;Lycée général et technologique ORT Léon Bramson;Lycée;Privé;04 91 29 61 33;https://ort-france.fr/marseille;marseille@ort.asso.fr;0;0;0;0;CONTRAT ASSOCIATION PARTIE DES CLASSES;300;31
0132810J;Lycée Sainte-Marie;Lycée;Privé;04 42 03 15 40;https://ism-aubagne.fr/lycee/;ce.0132810j@ac-aix-marseille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0622114L;Lycée polyvalent privé Saint-Paul;Lycée;Privé;03 21 13 56 10;https://lyceestpaul-lens.fr/;contact@lyceestpaul-lens.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0350785N;Collège Moka;Collège;Privé;02 99 20 69 90;http://www.collegemoka-sacrecoeur.com;ce.0350785N@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0511135G;Lycée Notre-Dame Saint-Victor;Lycée;Privé;03 26 54 43 98;http://www.esecepernay.fr/;ndsv@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0340991T;Lycée privé polyvalent Nevers;Lycée;Privé;04 67 63 55 75;http://www.lycee-nevers.fr;secretariat@lycee-nevers.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0132915Y;Collège La Nativité;Collège;Privé;04 42 93 45 70;http://www.la-nativite.fr;;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0870086W;Collège du Sauveur;Collège;Privé;05 55 70 11 83;https://www.lesauveur.org/;ce.0870086w@ac-limoges.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0141167T;Collège Sainte-Trinite;Collège;Privé;02 31 90 02 63;https://www.institutionsaintetrinite.eu/;ce.0141167t@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0100962S;Collège Saint-Bernard;Collège;Privé;03 25 73 03 28;http://www.saint-bernard-troyes.fr;ce.0100962S@ac-reims.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0572928Y;Collège Notre-Dame;Collège;Privé;03 87 74 36 80;https://www.ensemble-scolaire-notre-dame-de-peltre.fr/college-ecole-privee-metz.php;ce.0572928@ac-nancy-metz.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0410688A;Collège privé Saint-Joseph;Collège;Privé;02 54 77 29 55;http://saintjoseph-vendome.com/;ce.0410688a@ac-orleans-tours.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0251055L;Collège Sainte-Marie;Collège;Privé;03 81 62 12 79;http://www.stemarie-stmichel.fr/;ce.0251055l@ac-besancon.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0920902F;Collège Dupanloup;Collège;Privé;01 46 05 36 09;http://www.dupanloup.net/;0920902F@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0840066R;Collège Notre-Dame du Bon accueil;Collège;Privé;04 90 66 31 18;http://www.ndba-84.com;secretariat@ndba84.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0530059B;Collège Sacré-Coeur;Collège;Privé;02 43 01 60 58;http://sacrecoeurevron.lamayenne.e-lyco.fr;ce.0530059b@ac-nantes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0671607H;Collège privé Notre Dame de Sion;Collège;Privé;03 88 35 17 53;http://www.nds67.com/;ce.0671607H@ac-strasbourg.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0080994M;Collège Notre Dame;Collège;Privé;03 24 57 26 82;http://www.college-notre-dame.com/;ce.0080994M@ac-reims.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0121291N;Lycée agricole et horticole privé de Rignac;Lycée;Privé;05 65 64 50 40;https://www.lyceederignac.fr/;rignac@cneap.fr;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0440235S;Collège Sainte-Thérèse;Collège;Privé;02 40 22 52 87;https://www.sainte-therese.fr/college-sainte-therese/;contact@sainte-therese.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0721657K;Collège privé Saint-Thomas d'Aquin;Collège;Privé;02 43 97 60 52;https://groupescolairesaint-thomasdaquin.sarthe.e-lyco.fr/;secretariat@saint-thomasdaquin.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0410681T;Collège privé Notre-Dame Saint-Joseph;Collège;Privé;02 54 81 02 55;http://www.sj-mer.fr/;ce.0410681t@ac-orleans-tours.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0911747E;Collège Jeanne d'Arc;Collège;Privé;01 69 16 14 40;http://jeannedarc-etampes.fr;0911747E@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0570213X;Collège Sainte-Marie;Collège;Privé;03 87 23 70 70;https://saintemariesarrebourg.com/college/;ce.0570213@ac-nancy-metz.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0541989U;Collège des Recollets;Collège;Privé;03 82 25 99 20;https://lesrecollets.org/college/;accueil.ensemblescolaire@lesrecollets.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0313081F;Collège Ginette Kolinka;Collège;Public;05 62 20 62 30;;ce.0313081F@ac-toulouse.fr;0;0;0;0;SANS OBJET;340;99
0931705Y;Collège Françoise Cabrini;Collège;Privé;01 48 15 16 25;http://www.cabrini.fr;college.cabrini@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0320056M;Collège Notre-Dame le Clos fleuri;Collège;Privé;05 62 07 37 93;http://www.ndleclosfleuri.com/;0320056m@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0921909A;Collège La Source;Collège;Privé;01 46 26 99 88;http://www.ecolelasource.org;0921909A@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0921003R;Collège La Salle - Saint-Nicolas;Collège;Privé;01 41 46 15 15;http://www.st-nicolas.org;0921003R@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0332493F;Collège Sainte-Marie Grand Lebrun;Collège;Privé;05 56 08 32 13;http://www.grandlebrun.com;smgl@grandlebrun.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0390081B;Collège privé Notre-Dame;Collège;Privé;03 84 33 10 50;http://www.collegenotredame.fr/;ce.0390081b@ac-besancon.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0830101J;Lycée Maintenon;Lycée;Privé;04 94 12 63 63;http://www.coursmaintenon.fr;ce.0830101j@ac-nice.fr;0;0;0;1;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0311146C;Lycée général et technologique privé Sainte-Marie des Champs;Lycée;Privé;05 62 47 76 50;http://www.lycee-smc.com;contact@lycee-smc.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0100054E;Collège Saint-Joseph;Collège;Privé;03 25 24 81 30;https://www.lasalle-romilly.fr/;ce.0100054e@ac-reims.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0450757D;Lycée privé Sainte-Croix Saint-Euverte;Lycée;Privé;02 38 52 27 20;https://scse.fr/lycee-general-et-technologique;ce.0450757d@ac-orleans-tours.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0080089D;Collège Saint-Louis;Collège;Privé;03 24 71 83 76;;ce.0080089D@ac-reims.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0753982W;Collège La Salle - Notre-Dame de la Gare;Collège;Privé;01 45 83 53 38;https://www.lasallendgsja.com/;ndg.college.paris@75.scolanet.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0220102S;Lycée Saint-Joseph - Bossuet;Lycée;Privé;02 96 46 26 00;http://www.saintjosephlannion.fr;ce.0220102S@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0753815P;Lycée privé des Petits Champs;Lycée;Privé;01 43 67 59 59;http://www.petitschamps.fr;petitschamps@petitschamps.fr;0;0;0;0;CONTRAT ASSOCIATION PARTIE DES CLASSES;300;31
0061458C;Institution Saint-Joseph Carnolès;Collège;Privé;04 93 35 85 68;http://www.institution-saint-joseph.fr/;ce.0060750h@ac-nice.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0850113L;Collège Saint-Sauveur;Collège;Privé;02 51 94 90 58;https://college-rocheserviere.vendee.e-lyco.fr/;contact@collegesaintsauveur.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0451535Z;Lycée d'enseignement général et technologique agricole les Barres;Lycée;Public;02 38 95 01 80;https://lesbarres.fr/;legta.les_barres@educagri.fr;0;1;0;0;SANS OBJET;300;99
0441789F;LEPRP Saint-Martin;Lycée;Privé;02 40 78 51 27;http://www.saintmartin-machecoul.fr;machecoul@cneap.fr;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0451334F;Collège privé Sainte-Croix Saint-Euverte;Collège;Privé;02 38 52 27 30;http://www.college-scse.fr;college@scse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0370732V;Collège privé Marmoutier;Collège;Privé;02 47 88 35 35;http://www.marmoutier.com;ce.0370732v@ac-orleans-tours.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0450479B;Collège privé Charles de Foucauld;Collège;Privé;02 38 44 55 24;https://www.cdf45.fr;ce.0450479b@ac-orleans-tours.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0371325P;Collège privé Sainte-Clotilde - Saint-Joseph;Collège;Privé;02 47 23 65 30;http://www.steclotilde-stjoseph-amboise.com/;ce.0371325p@ac-orleans-tours.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0831444U;Lycée Sainte Jeanne d'Arc;Lycée;Privé;04 94 37 23 90;http://isja.info;secretariat@isja.info;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0720838V;Collège Saint-Julien;Collège;Privé;02 43 81 57 50;http://clg-stjulien.sarthe.e-lyco.fr;secretariat@saint-julien-lemans.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0910823A;Lycée d'Ile de France;Lycée;Privé;01 60 10 16 46;http://www.college-lycee-idf91.fr;idf.villebon@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0100055F;Collège Louis Brisson;Collège;Privé;03 25 79 16 13;https://www.ecp-louis-brisson.org/;ce.0100055f@ac-reims.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0171340P;Collège privé Saint-Louis;Collège;Privé;05 46 97 00 46;https://lasallesaintlouis.fr;institutionsaintlouis.17@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0371329U;Collège privé Saint-Denis;Collège;Privé;02 47 59 04 26;http://www.saint-denis.net;ce.0371329u@ac-orleans-tours.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0941943B;Lycée Ozar Hatorah Garçons;Lycée;Privé;01 42 07 54 05;;oc3@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0830095C;Lycée Sainte-Marie;Lycée;Privé;04 94 11 16 60;http://www.maristes83.com;ce.0830095c@ac-nice.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0622106C;Lycée général privé Saint-Vaast-Saint-Dominique;Lycée;Privé;03 21 64 79 70;https://saint-dominique.eceb.fr/;ce.0622106c@ac-lille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0121430P;Collège privé Saint-Joseph;Collège;Privé;05 65 73 30 40;http://www.saintjosephrodez.org/;0121430p@ac-toulouse.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0120055V;Collège Dominique Savio;Collège;Privé;05 65 65 50 64;https://dominique-savio.mon-ent-occitanie.fr/;0120055v@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0650075D;Collège Saint-Martin;Collège;Privé;05 62 96 84 95;http://ecolecollege-stmartin.fr/presentation;0650075d@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0500139E;Institution Notre-Dame - Collège;Collège;Privé;02 33 71 67 00;http://www.notredamecarentan.fr;ce.0500139e@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0811066U;Collège Sainte-Germaine;Collège;Privé;05 63 58 04 91;http://collegesaintegermaine.wordpress.com/;0811066u@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0641653Z;Collège Immaculée Conception;Collège;Privé;05 59 72 07 72;http://www.immac-pau.com;contact@immac-pau.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0940879V;Collège Jeanne d'Arc;Collège;Privé;01 48 83 07 79;http://www.jeannedarcsaintmaur.com;jeannedarc.stm94@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0940806R;Collège Saint-Joseph;Collège;Privé;01 46 69 11 22;https://st-joseph-cachan-villejuif.fr/;;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0060674A;Lycée Fénelon;Lycée;Privé;04 93 40 60 60;http://www.institut-fenelon.org/;ce.0060674a@ac-nice.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0470069V;Collège Notre-Dame de la Salle;Collège;Privé;05 53 64 61 31;https://notredamesaintefoy.fr/college-notre-dame-de-la-salle;ce.0470069v@ac-bordeaux.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0290306A;Collège la Sablière;Collège;Privé;02 98 55 28 56;https://www.lasabliere.bzh/;ce.0290306A@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0681661L;Collège privé Jeanne d'Arc;Collège;Privé;03 89 45 36 31;http://www.ejda.fr;ce.0681661L@ac-strasbourg.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
9720908E;Séminaire-Collège Sainte-Marie - Annexe de Rivière-Salée;Collège;Privé;05 96 76 59 77;https://college-lycee.seminaire-college-sainte-marie.fr/;seminaire-college.direction@orange.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0932652C;Collège privé Protectorat Saint-Joseph;Collège;Privé;01 48 66 10 41;https://protectorat.fr/college/;ce.0932652c@ac-creteil.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0754757N;Collège privé Notre-Dame de Sion;Collège;Privé;01 44 32 06 70;http://www.sion-paris.fr;ndsion@sion-paris.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0410980T;Lycée privé Les Frileuses;Lycée;Privé;02 54 51 27 27;http://www.lesespacesdavenirs.org/nos-soutiens/etablissements/domaine-des-frileuses/;cfpa@domainedesfrileuses.com;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0761715B;Lycée privé Jean-Baptiste de La Salle;Lycée;Privé;02 35 71 68 43;http://www.lasallerouen.fr;accueil@lasallerouen.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0290156M;Lycée Saint-Louis;Lycée;Privé;02 98 86 59 00;http://www.saint-louis29.net;ce.0290156M@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0840064N;Collège La Salle - site Montesquieu;Collège;Privé;04 90 14 56 56;http://lasalle84.net/;;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0500155X;Collège Sainte-Marie;Collège;Privé;02 33 40 13 07;http://www.ecoles-college-sainte-marie-valognes.com;ce.0500155x@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0932586F;Collège Saint-Vincent-de-Paul;Collège;Privé;01 48 22 34 56;https://stvincentstdenis.org/;ce.0932586F@ac-creteil.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0610702G;Lycée Marie Immaculée;Lycée;Privé;02 33 27 81 41;https://institution-marie-immaculee.fr/;ce.0610702g@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0440193W;Collège Saint-Jean-Baptiste;Collège;Privé;02 40 24 90 55;http://www.sjbg.net;ce.0440193w@ac-nantes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0810088F;Collège Saint-Joseph;Collège;Privé;05 63 72 65 10;http://www.delasallecastres.fr;0810088f@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0560149H;Collège Saint-Louis;Collège;Privé;02 97 64 14 48;https://saintlouis-lapaix.com/college-saint-louis/;secretariat@college-st-louis.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0121500R;Collège Saint-Viateur-Canaguet;Collège;Privé;05 65 73 09 09;http://www.canaguet.fr;secretariat.sc-rodez@orange.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0931843Y;Collège privé l'Espérance;Collège;Privé;01 48 19 89 00;https://www.esperancegsp.org/college;contact@esperancegsp.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0251477V;Lycée agricole privé François-Xavier de Besançon;Lycée;Privé;03 81 25 01 40;http://lycee-francoisxavier.fr/;besancon@cneap.fr;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0440229K;Collège Saint-Paul;Collège;Privé;02 51 11 01 01;http://stpaul-reze.e-lyco.fr/;ce.0440229k@ac-nantes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0950788R;Collège Sainte-Geneviève;Collège;Privé;01 34 11 70 80;http://www.esg95.net;0950788R@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0530060C;Collège privé Sainte Catherine d'Alexandrie;Collège;Privé;02 43 08 62 46;https://stecatherinealexandrie-gorron.lamayenne.e-lyco.fr/;ce.0530060C@ac-nantes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0740106N;Collège privé Saint-François - Les Cordeliers;Collège;Privé;04 50 45 07 92;http://www.stfrancois-lescordeliers.com/college-annecy.html;secretariat.college@sf-lescordeliers.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
